id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,availability_365
1421671,★All You Need & Want/You're Just Off Market Street,7630810,Michael,,Mission,37.77009123,-122.4234146,Entire home/apt,90,2,117,9/26/2018,50
1421774,Charming Private Castro Studio,1513493,Vanick,,Castro/Upper Market,37.7664988,-122.4360631,Entire home/apt,135,3,339,9/29/2018,142
1421937,MAJESTIC VIEW Historic Home PVT BDRM /BATH/PARKING,7526456,Dee,,West of Twin Peaks,37.73312853,-122.4609263,Private room,129,3,159,9/28/2018,213
1428465,Modern Noe Valley Mid Century Home,1031942,Rachel,,Noe Valley,37.7490078,-122.4329329,Entire home/apt,199,30,28,8/7/2018,345
1428553,Sublet cozy sunny room in Castro!,3379945,Elena,,Castro/Upper Market,37.76033023,-122.4389275,Private room,100,30,17,3/22/2018,286
1433917,Castro St Location Location Location,4819815,Barbara & Mick,,Castro/Upper Market,37.75866815,-122.4345411,Entire home/apt,175,30,126,6/22/2018,41
1434314,Stylish Noe Valley View Home,883556,Alex,,Noe Valley,37.74645482,-122.4333624,Entire home/apt,490,3,86,8/18/2018,139
1434425,"Castro, Large, Sunny, Comfortable ",3227887,David,,Castro/Upper Market,37.76493814,-122.4338487,Private room,150,3,109,8/26/2018,314
1437321,Bright Rm in Cole Valley Victorian,4401321,Beth,,Inner Sunset,37.76409305,-122.452917,Private room,165,1,78,9/28/2015,336
1438864,Noe Valley,7728783,Cynthia,,Noe Valley,37.74703281,-122.4349448,Private room,274,3,77,9/1/2018,75
1439445,2 Bedroom w/ kitchen - Superhost,165574,Jonathan,,Presidio Heights,37.78330141,-122.4576481,Entire home/apt,189,2,28,9/30/2018,18
1442027,Studio 1 Block from Hayes Valley,1257432,San Francisco,,Downtown/Civic Center,37.77702676,-122.4205459,Entire home/apt,141,30,16,8/25/2018,307
1455937,Great Rm in a Happy Household SF,1620468,Carla,,Bayview,37.73403694,-122.3921548,Private room,60,1,28,9/24/2018,342
1456153,The French Victorian-Views & Deck,2059233,"Wendy, Fred & Lita",,Bernal Heights,37.7450407,-122.4061406,Entire home/apt,259,6,48,8/13/2018,42
1460174,"Unique, Modern Apartment with Contemporary Art",5244284,Julia,,Western Addition,37.77895073,-122.4363379,Entire home/apt,575,3,46,6/19/2018,271
1460628,Charming  Garden Suite,7828423,Valeria,,Inner Richmond,37.77878324,-122.4625653,Entire home/apt,170,2,162,9/16/2018,328
1467857,Great deal: best location entire apartment,6968485,Lucia,,Western Addition,37.78718359,-122.4431529,Entire home/apt,121,30,22,4/4/2016,351
1470340,Crocker Garden Suite near Mission Street,1393328,Gustav Alexander,,Crocker Amazon,37.71098633,-122.4356884,Entire home/apt,88,3,128,9/28/2018,56
1471683,Artful Comforts in the Lower Haight,7879719,Billy,,Western Addition,37.77041707,-122.4285574,Private room,125,2,358,9/29/2018,272
1472743,5-bedroom house Golden Gate Park,875247,Wona,,Inner Sunset,37.76000145,-122.4735213,Entire home/apt,285,30,88,10/8/2017,275
1474209,Great SF Hotel/Timeshare (Union Sq),6346492,Dana,,Downtown/Civic Center,37.78711593,-122.4095956,Private room,175,1,101,10/27/2017,0
1478708,Lovely Bedroom with Private Bath,5004349,Mary,,Outer Richmond,37.77189976,-122.503716,Private room,85,2,171,9/26/2018,146
1479666,3 BR-Edwardian Gem-Hayes Valley,96074,Patty & Tom,,Western Addition,37.77267436,-122.4305332,Entire home/apt,258,30,47,8/4/2018,276
1480015,Vintage Modern Victorian Apartment,7919343,Ben,,Haight Ashbury,37.76785076,-122.4490233,Entire home/apt,265,3,140,9/1/2018,191
1482273,Classic Victorian Cow Hollow 2 Bedroom,7930221,Mason,,Marina,37.79898523,-122.4316029,Entire home/apt,345,30,49,10/18/2017,179
1482730,Bernal Heights 2 BD near 101/280 & Cute Main St,289376,Jennifer,,Bernal Heights,37.73703637,-122.4170026,Entire home/apt,199,4,96,9/28/2018,57
1483853,Super Hotel/Timeshare Union Sq.,6346492,Dana,,Downtown/Civic Center,37.78839085,-122.4093714,Private room,179,2,65,5/4/2017,0
1484792,Live like a San Franciscan!,5192660,Mario,,Downtown/Civic Center,37.7779462,-122.4217771,Entire home/apt,250,30,142,9/10/2018,257
1487849,Holladay Home (w/parking),1590094,Maury,,Bernal Heights,37.74669075,-122.4058601,Entire home/apt,167,2,251,9/22/2018,337
1489175,Charming home in San Francisco!,1971663,Patricia,,Outer Mission,37.72475959,-122.4395089,Entire home/apt,295,3,61,9/3/2018,291
1493659,Private room/bath in the Mission,7983455,Julie,,Mission,37.75101633,-122.4119259,Private room,100,1,132,9/29/2018,66
1494771,Heart of Noe Valley - Modern 2 BR,1726110,Peter,,Noe Valley,37.75078356,-122.4312556,Entire home/apt,170,30,23,8/31/2018,289
1496833,"Amazing Views, Light Filled Flat",96074,Patty & Tom,,Western Addition,37.77365693,-122.4309135,Entire home/apt,249,30,22,5/11/2018,284
1499630,The Yellow Vic – Yay Mission!,1574663,Val,,Mission,37.74994308,-122.4164356,Entire home/apt,300,3,21,9/28/2018,20
1504826,❤️ Bright Spacious 4BR ❤️ Big Garden ❤️ Parking,6017407,Ethan,,Outer Mission,37.72447083,-122.4416177,Entire home/apt,425,6,23,7/17/2018,8
1506702,Spacious 3 BD Cow Hollow Flat,2228453,Ellen,,Marina,37.79951523,-122.4282109,Entire home/apt,499,1,98,9/27/2018,336
1510363,Cozy 2 BR  Apt. In The Sunnyside,7303214,Charlesie And Tedd,,Outer Mission,37.72856849,-122.4521493,Entire home/apt,150,3,225,9/24/2018,110
1511076,Private Sunny Living Room + BDRM (2 RMS),2403646,Jefferson+Gary,,Mission,37.76346479,-122.4250033,Private room,145,2,294,9/29/2018,141
1520929,Paradise in the Heart of the City,8055897,Annekarin,,Potrero Hill,37.76054896,-122.4040216,Entire home/apt,250,2,112,9/27/2018,316
1520938,Charming Sunny 2B Apartment in NOPA,7761707,Jonathan & Jeannette,,Western Addition,37.77882134,-122.4422938,Entire home/apt,149,30,57,12/10/2017,0
1524346,Mirabel Flat,4352402,Stacey,,Bernal Heights,37.7450877,-122.4161126,Entire home/apt,165,30,57,8/25/2018,51
1525137,Modern Edwardian in Pacific Heights,7390100,Dion,,Pacific Heights,37.78778828,-122.4439282,Entire home/apt,210,30,195,6/26/2018,336
1525886,Unique Bernal Room&Private Jacuzzi,8141679,Delilah,,Bernal Heights,37.74692951,-122.4168431,Private room,119,1,111,9/19/2018,333
1535946,"View Home-Mission Dolores Park, Btwn Castro & Noe",8191087,Robert,,Castro/Upper Market,37.75767492,-122.4281231,Entire home/apt,395,2,71,8/21/2018,275
1537497,Great Hayes Valley 1 BR (#10),3977854,Michael,,South of Market,37.77222657,-122.419416,Entire home/apt,130,30,32,9/10/2018,323
1547477,Great Hayes Valley Studio (#4),3977854,Michael,,Western Addition,37.78036487,-122.424103,Entire home/apt,100,30,28,8/19/2018,314
1550913,Modern townhouse a block from BART!,497158,Seth And Alexa,,Mission,37.75241542,-122.4195749,Entire home/apt,199,5,119,9/16/2018,130
1556680,"Beautiful, Light & Large Apartment",8286990,Samantha,,Outer Richmond,37.77373215,-122.4996413,Entire home/apt,182,2,310,9/26/2018,253
1578597,The Skyline Suite (w/ Kitchenette),8390846,Jon-Pierre (& Joel),,Potrero Hill,37.75857707,-122.4015224,Entire home/apt,209,1,385,6/14/2018,115
1584021,"Unwind with a BBQ at a Cozy, Stylish Mission Home",339788,Brett,,Mission,37.76662641,-122.4201955,Entire home/apt,395,30,124,8/29/2018,336
1587410,Quiet and Vibrant Mission District,3563770,Laurel,,Mission,37.7579646,-122.4190255,Entire home/apt,180,6,70,9/7/2018,324
1588695,Spacious 1 bedroom in Dolores Park,8473196,Sergio,,Castro/Upper Market,37.75909032,-122.4289522,Entire home/apt,120,30,37,8/30/2018,362
1596696,Beautiful Garden Cottage,8513389,Jorge & Nicolas,,Western Addition,37.78024112,-122.4434522,Entire home/apt,160,3,240,9/29/2018,36
1598489,Rustic Modern Studio Apartment with Private Patio,3889432,Tara,,South of Market,37.77330573,-122.412615,Entire home/apt,225,1,60,9/23/2018,41
1598872,Charming Victorian Flat,8523981,Teresa,,Western Addition,37.77014511,-122.4292922,Entire home/apt,220,7,31,7/18/2018,0
1598886,With an eyeshot of GGB.,528080,Kp,,Marina,37.79715261,-122.429583,Private room,95,4,70,6/4/2018,340
1605483,"Cozy Blue Room: Haight, Central SF!",1125797,Siobhann,,Haight Ashbury,37.76551046,-122.4494596,Private room,89,2,120,9/24/2018,191
1606292,Great Hayes Valley Studio (#3),3977854,Michael,,Western Addition,37.77628654,-122.4262108,Entire home/apt,100,30,38,9/20/2018,286
1614453,Union Square Hotel/Timeshare Studio,6346492,Dana,,Downtown/Civic Center,37.78758603,-122.4090527,Private room,169,2,55,5/4/2017,0
1614622,Great for Business Travelers - NOPA,2343472,Sal,,Western Addition,37.78045102,-122.4454123,Private room,185,1,67,9/28/2018,345
1615088,AlamoSquare w/2 Twin XL or King bed,180342,Jack & Jason,,Western Addition,37.78009476,-122.4386478,Private room,99,2,168,9/15/2018,307
1615158,Private Bed&Bath in House by Beach,8597535,Laura,,Outer Sunset,37.75578278,-122.498341,Private room,85,1,125,7/24/2018,56
1618782,Luxe Lower Pac Heights Victorian,172177,Tim,,Western Addition,37.78762883,-122.4394609,Private room,195,2,45,6/29/2018,84
1620039,Perfect Timeshare/Hotel (Union Sq.),6346492,Dana,,Downtown/Civic Center,37.78777539,-122.4098325,Private room,175,1,69,9/2/2016,0
1620411,Cozy Noe Valley Studio,8399182,Amitsa,,Mission,37.7501703,-122.4248682,Entire home/apt,175,3,112,9/18/2018,30
1623609,Private suite - in vibrant Mission,8633891,Ingrid,,Mission,37.75942336,-122.4075424,Private room,155,3,183,9/28/2018,219
1624068,Wonderful SF Timeshare/Hotel,6346492,Dana,,Downtown/Civic Center,37.78775604,-122.4097853,Private room,169,2,48,8/31/2017,0
1627259,***** BEST views + reviews! 5/5 stars,2682061,Jose,,Nob Hill,37.79672799,-122.4119063,Private room,166,30,38,9/3/2017,307
1629330,Enjoy luxury condo in San Francisco,4895196,Tomasz,,South of Market,37.77958077,-122.3974322,Entire home/apt,200,30,22,6/7/2018,334
1629577,San Francisco gem at McLaren Park,8660028,Camilla,,Excelsior,37.72449985,-122.4235816,Entire home/apt,240,30,38,6/15/2018,340
1629734,Marina flat in the thick of it all.,528080,Kp,,Marina,37.79693383,-122.429978,Entire home/apt,173,3,25,9/15/2018,3
1629740,Large Timeshare/Hotel Rm (Union Sq),6346492,Dana,,Downtown/Civic Center,37.78914611,-122.4096178,Private room,169,1,55,10/27/2017,0
1632521,"Nob Hill charm, location, and view!",8539143,Dave,,Nob Hill,37.79533033,-122.4131665,Entire home/apt,218,3,38,9/13/2018,70
1633126,Gorgeous & quiet apartment on a San Francisco hill,2712969,Fesh,,Excelsior,37.73100622,-122.4228963,Entire home/apt,139,3,39,9/28/2018,59
1633173,Private San Francisco Suite,8676376,Herbert,,Excelsior,37.72571071,-122.4181395,Private room,65,1,159,9/19/2018,50
1633225,Room with spectacular Bay views,8676376,Herbert,,Excelsior,37.72545413,-122.4188909,Private room,61,1,78,9/20/2018,45
1636810,Luxury SoMa 2Bd 2Ba loft w/parking,7784270,Simone,,South of Market,37.77423602,-122.4105896,Entire home/apt,290,30,39,1/1/2017,336
1641060,Perfect West Portal Private Suite! ,6869592,Sharon,,West of Twin Peaks,37.73931556,-122.4621113,Entire home/apt,225,3,59,9/29/2018,312
1645712,Panoramic Ocean View Master Bedroom,250861,Belinda,,Outer Sunset,37.74808849,-122.4866984,Private room,129,30,15,10/13/2017,365
1651228,Room in Modern Victorian Apartment with a Light-Filled Library,172177,Tim,,Western Addition,37.78481832,-122.4413646,Private room,240,2,32,9/28/2018,146
1655446,4BD Noe Valley/Mission Victorian VIEW Masterpiece,8776667,Jessica,,Mission,37.75292236,-122.4231987,Entire home/apt,539,4,102,9/15/2018,26
1665516,1Br/1Ba Apt in the Richmond Dist,3071180,Adam&Roz,,Outer Richmond,37.78000219,-122.4825284,Entire home/apt,150,3,155,9/29/2018,288
1671260,Stay in the BEST part of Potrero Hill!,1718024,Sasha,,Potrero Hill,37.76182628,-122.3931227,Private room,95,2,126,9/28/2018,50
1672896,"Sunny View Home, Garden & Garage",5026307,Holly,,Excelsior,37.72662054,-122.4193382,Entire home/apt,325,2,81,9/24/2018,286
1673011,Stunning Home on Liberty St w Views-Business Ready,8856312,Drew,,Castro/Upper Market,37.75868556,-122.4267954,Entire home/apt,525,3,124,9/29/2018,299
1682072,Large Remodeled Flat with Parking,1886352,Yelena,,Western Addition,37.782775,-122.4431321,Entire home/apt,175,30,88,8/31/2018,30
1684346,Studio Timeshare/Hotel (Union Sq.),6346492,Dana,,Downtown/Civic Center,37.7884024,-122.4093143,Private room,179,1,45,11/3/2016,0
1687330,Home Away from Home,6954280,Christine,,Inner Richmond,37.78454795,-122.4752043,Entire home/apt,190,1,49,9/18/2018,5
1699390,Historic Victorian in Colorful Mission District,8973745,Natasha,,Mission,37.7515399,-122.420379,Private room,110,2,169,9/28/2018,310
1721354,Chic Designer's Condominium with Outdoor Terrace,619278,Andrew,,Haight Ashbury,37.76813384,-122.4462902,Entire home/apt,389,2,19,9/25/2018,3
1724819,Vistas & Zen above SF/ Twin Peaks,9091173,Natasha,,Twin Peaks,37.75859842,-122.4504904,Entire home/apt,350,3,224,10/1/2018,147
1725833,"Sunny Waterfront Condo, South Beach",9095863,Deborah,,South of Market,37.78898574,-122.3893313,Entire home/apt,325,30,26,7/10/2017,336
1725853,Modern Luxury Private SanFran Casa,9095946,Lina & Alex,,Outer Sunset,37.74732785,-122.489515,Entire home/apt,129,2,331,9/24/2018,268
1733056,Tasteful flat in great neighborhood,9130610,Mark,,Mission,37.75724979,-122.4100377,Entire home/apt,290,4,15,9/17/2018,21
1738415,Lily Alley Retreat*DN* classic SF flat 1BDR 1.5Ba,3273603,Donna,,Western Addition,37.77358049,-122.4280637,Entire home/apt,180,1,376,9/29/2018,172
1740537,Gorgeous Dolores Garden Apartment,1360869,Joanne,,Noe Valley,37.75538041,-122.426547,Entire home/apt,165,30,100,12/8/2017,295
1743201,Comfy King in a restored Edwardian,9177164,Beth,,Haight Ashbury,37.77397227,-122.4422614,Private room,90,1,93,9/21/2018,65
1750093,Spacious room in Potrero Hill,1754297,Daniel,,Potrero Hill,37.75720055,-122.3926007,Private room,115,2,103,9/28/2018,28
1752371,*Private Oasis - Comfortable & Peaceful w/ Garden!,9218238,Rico,,Bernal Heights,37.74076751,-122.4113358,Entire home/apt,200,2,50,9/23/2018,67
1752535,"Marina 2 Bed House, Garage, Outdoor",3130819,Shana,,Marina,37.80146547,-122.4327502,Entire home/apt,215,30,15,11/5/2014,365
1759087,MODERN SUITE WITH PRIVATE ENTRANCE,9248549,Gerardo,,Potrero Hill,37.76492078,-122.3972241,Entire home/apt,210,2,161,10/1/2018,153
1762727,Sunny Garden Studio in the Castro,237849,Jan,,Castro/Upper Market,37.7604993,-122.442467,Entire home/apt,150,30,25,6/9/2018,307
1764449,Queen Bed Private Room in Convenient Flat,2014965,Avram,,Western Addition,37.78281229,-122.4282051,Private room,725,1,29,9/25/2018,17
1767569,Hayes Valley Victorian Flat,9286574,Lydia,,Western Addition,37.77831882,-122.4307888,Entire home/apt,175,2,65,9/11/2018,0
1768239,Stunning Views2 near Haight&Castro!,3685746,Deb & Greg,,Haight Ashbury,37.76357224,-122.4458117,Entire home/apt,160,30,37,9/19/2017,365
1769688,Large Comfy BR + Private Bath in Sunny Flat,4297383,Rob,,Western Addition,37.77960125,-122.4419933,Private room,109,4,187,9/23/2018,45
1774026,"The top of Liberty Hill, near BART",7197110,Cedric,,Mission,37.75564583,-122.4241035,Entire home/apt,418,3,77,9/24/2018,90
1778650,1 Brm Apartment For Business/Vacation~ Golden Gate,9338291,Ludmila,,Outer Richmond,37.77498568,-122.4890658,Entire home/apt,133,1,27,9/30/2018,316
1783301,Sleek condo in heart of SF - w/ furry companion!,9360824,William,,South of Market,37.77697684,-122.4136273,Entire home/apt,160,4,45,6/16/2018,0
1785463,Burgundy Room: OceanView+Breakfast+Parking+3 baths,5565510,Lulu,,West of Twin Peaks,37.73400879,-122.4647491,Private room,53,2,150,9/23/2018,345
1803219,1907 Victorian in Cool Neighborhood,3228078,Marla,,Noe Valley,37.75288389,-122.4281735,Private room,165,1,72,9/29/2018,303
1807012,The Green Room – with private bath!,1574663,Val,,Mission,37.75008135,-122.4184093,Private room,140,1,23,8/23/2018,0
1807493,"Flat in SoMa - Top Floor, comfy queen bed, 1bd/1ba",1359769,Tom,,South of Market,37.779132,-122.4046368,Entire home/apt,170,30,103,3/30/2018,337
1810486,Classic 2BR Victorian Lower Haight,9485417,Michael,,Western Addition,37.77333315,-122.432197,Entire home/apt,285,3,56,9/14/2018,314
1815551,Lovely apartment in Noe Valley!,9509470,Sarah,,Noe Valley,37.75044878,-122.4278526,Entire home/apt,250,2,207,9/29/2018,301
1827653,Cozy room in Victorian home.,8513389,Jorge & Nicolas,,Western Addition,37.77793984,-122.4451156,Private room,115,2,180,9/19/2018,31
1830541,Golden Gate Park Retreat,9574679,Leticia,,Inner Richmond,37.77844814,-122.4689273,Entire home/apt,135,3,227,9/22/2018,287
1843662,#NAME?,9632192,Lynn,,Castro/Upper Market,37.76448235,-122.4292381,Entire home/apt,155,30,18,4/21/2018,287
1844877,"""The apartment is awesome...""",3350634,Sebastian,,Potrero Hill,37.7616455,-122.4044234,Entire home/apt,110,30,91,6/30/2018,57
1847664,Lovely Lone Mtn. Apart. -  Patio & Priv. Entrance,262762,Jan,,Inner Richmond,37.77527443,-122.4547466,Entire home/apt,128,4,73,9/17/2018,125
1850609,"Gorgeous SoMa Loft - walk to Hayes, Downtown",181317,David,,South of Market,37.77572545,-122.4133594,Entire home/apt,194,30,85,4/16/2018,365
1855096,Fabulous Artist Flat—Potrero Hill—Business Ready,9011470,Michael,,Potrero Hill,37.76457868,-122.3933537,Entire home/apt,190,2,248,9/16/2018,202
1857226,San Fran 3BR/Den/3bathroom/free parking,5480373,Louise And Jim,,Diamond Heights,37.7356426,-122.4408541,Entire home/apt,390,3,52,8/23/2018,202
1863316,Very Spacious Sunny Mission Room,3713398,Yong,,Mission,37.76908911,-122.4217075,Private room,75,2,54,7/19/2018,3
1864390,Fun & Artsy 2 bdrm 2 ba Hayes Valley Hidden Gem,9686057,Kaleen,,Western Addition,37.77656531,-122.4288331,Entire home/apt,145,30,141,8/4/2018,123
1865406,Alamo Square Modern Studio Spa,38836,Bernat,,Western Addition,37.77775236,-122.4332119,Entire home/apt,94,30,28,5/2/2018,331
1886260,Huge Top Floor Loft In Alamo Square,1126796,Giancarlo,,Western Addition,37.77646509,-122.4309604,Entire home/apt,300,30,46,5/20/2018,306
1892956,"Cozy Room for One or Two, Great Neighborhood",9838978,Connie,,Mission,37.75446376,-122.4224758,Private room,75,4,87,9/27/2018,1
1898486,Private Cottage in Noe Valley,9861752,Ed,,Noe Valley,37.74449682,-122.4271797,Entire home/apt,245,30,98,5/1/2018,78
1906323,"Panoramic Views in a Breezy, Modern House in Exclusive Dolores Heights",9754790,Debra,,Noe Valley,37.75205621,-122.4300922,Entire home/apt,700,6,20,8/11/2018,0
1907229,AMAZING LOCATION + SPACE + LUXURY!,2345833,Raj,,Western Addition,37.78636612,-122.4379296,Entire home/apt,450,1,115,9/28/2018,116
1913043,Penthouse PatioBedRoom+Bath Monthly,6744265,Todd,,South of Market,37.78829886,-122.3915137,Private room,140,30,27,8/13/2018,20
1914841,"Artist studio, garden apartment",9932058,John,,Western Addition,37.78017227,-122.4377082,Entire home/apt,156,7,103,9/12/2018,137
1917622,Bright NOPA Studio with Views,9942610,Scott,,Western Addition,37.78104165,-122.440031,Entire home/apt,215,2,47,9/27/2018,336
1919372,Jewel Box Studio in Hip NoPa,7361314,Art,,Haight Ashbury,37.77570009,-122.4384717,Entire home/apt,175,1,297,9/22/2018,292
1919829,"Sunny, charming room, parking, BART, deck",9950833,Kimberly,,West of Twin Peaks,37.73640963,-122.4443786,Private room,111,4,24,5/14/2018,104
1920033,Private room with private bathroom,4921,Kevin,,Inner Sunset,37.7538901,-122.4580171,Private room,120,1,468,9/30/2018,55
1925206,Bedroom Suite with attached Private Bathroom,9971829,Joshua,,Visitacion Valley,37.7219829,-122.4075767,Private room,129,1,83,9/20/2018,350
1925714,Minimalist Historic Penthouse with Roof Deck,995213,Jason,,Financial District,37.79722637,-122.4011302,Entire home/apt,180,30,32,8/4/2018,307
1926253,"Cozy, studio garden apartment",9978934,Jennifer,,Excelsior,37.72248434,-122.4277876,Entire home/apt,80,2,101,10/2/2018,222
1931459,Edwardian Style Pacific Heights 1BD,4141241,Blair,,Pacific Heights,37.79187893,-122.4320529,Entire home/apt,350,30,63,7/1/2018,299
1931788,Room in Large Flat in the Mission,836750,Jim,,Mission,37.75167976,-122.4197924,Private room,135,2,92,9/28/2018,315
1932019,Private garden guest duplex,10001067,Martha,,Inner Sunset,37.75561601,-122.4680532,Private room,90,2,95,9/16/2018,323
1937575,Spacious Sunny 2BD Mission Jewel,10024887,Deborah,,Mission,37.75770488,-122.4084114,Private room,190,3,19,3/13/2018,0
1940496,Mission designer room w/ private bath,5400914,Bar,,Mission,37.74865986,-122.4111921,Private room,100,3,65,9/13/2018,0
1944564,Splendid Artist Residency,812141,Brian,,Mission,37.76428759,-122.4127554,Entire home/apt,169,3,150,9/29/2018,287
1945508,"Gorgeous, bright, NOPA flat, views",3800640,Julie,,Haight Ashbury,37.7690727,-122.4375496,Private room,150,3,44,9/17/2018,350
1954514,Sunny Apartment in Upper Castro Street,5080229,Matt,,Castro/Upper Market,37.76359353,-122.4345541,Private room,165,3,77,9/27/2018,6
1954525,Charming studio close to GGP,3722216,Ilka,,Inner Richmond,37.78084624,-122.4729342,Entire home/apt,120,2,106,9/28/2018,217
1959880,Sunny Bernal Heights Victorian,1600928,Kristina,,Bernal Heights,37.73997864,-122.4127131,Private room,95,2,89,9/26/2018,334
1967457,Completely Private Charming Peaceful Garden Cabin,4318558,Beth,,Bernal Heights,37.73971171,-122.4159029,Entire home/apt,118,3,108,9/26/2018,35
1970257,Classic 3BR Mission Edwardian home w/lovely garden,7649665,Eoin & Susie,,Mission,37.75114043,-122.4078588,Entire home/apt,160,5,35,8/26/2018,8
1970756,Beautiful 1bedroom apartment,10162964,Shelley,,Bernal Heights,37.74003647,-122.4208357,Entire home/apt,115,30,23,9/16/2018,95
1975404,Haight Owner-Designer Apt  & Parking,10197471,Paul,,Haight Ashbury,37.7719075,-122.4391783,Entire home/apt,325,2,76,9/13/2018,139
1984709,Private Luxury Suite in the Sunset,10240163,Robby And Nona,,Outer Sunset,37.76260874,-122.5014624,Entire home/apt,110,30,294,8/27/2018,365
1985338,Beautiful Garden Studio in Bernal,30250,Nichole & Julien,,Bernal Heights,37.73939446,-122.4163566,Private room,120,3,140,9/22/2018,133
1989997,Tree-house Hideaway in the Haight,9490868,Michelle & Jeffrey,,Haight Ashbury,37.77272103,-122.43973,Private room,102,1,235,9/28/2018,344
1992217,Sweeping Views and Dolores Park Pad,10271221,Peter,,Noe Valley,37.75618986,-122.4288093,Private room,149,2,267,9/24/2018,309
1995487,Mission Loft Boutique Luxury Suite,3485395,Michael,,Mission,37.75993537,-122.4213772,Private room,297,2,477,9/24/2018,9
1998111,Remodeled Cozy Sunny Room!- BLUE,10220182,Kenix,,Outer Mission,37.72440562,-122.4351689,Private room,69,2,314,9/28/2018,329
1999524,CASTLE DREISKULL: PLEASURE DEN!!,6794769,Andrei,,Castro/Upper Market,37.7641242,-122.4337538,Entire home/apt,159,30,208,9/22/2018,137
2007101,SoMa Luxury Getaway! 1 Bedroom 2 Bed Condo,10330912,Yuliya,,South of Market,37.78018909,-122.406009,Entire home/apt,600,4,24,8/16/2018,0
2011311,STUNNING Mission Oasis by 24th BART,4344454,Elliott,,Mission,37.74967135,-122.4110301,Entire home/apt,160,3,22,6/5/2018,40
2016198,"private bed, bath & kitchenette with ocean view",3639179,Char And Rus,,Outer Sunset,37.74575346,-122.5003228,Private room,83,1,248,9/23/2018,222
2020393,Sunny Mission Flat w/ Garden Deck,10384796,Sandra,,Mission,37.76952587,-122.4217808,Entire home/apt,227,4,42,9/29/2018,158
2026910,Sweet Edwardian NOPA 3Bd w/Views & Parking,7096906,Bree,,Haight Ashbury,37.77399815,-122.4530911,Entire home/apt,550,3,107,8/30/2018,280
2031532,Alamo Square room and private bath,5126361,Elena,,Western Addition,37.77796635,-122.4379181,Private room,130,3,27,4/13/2018,1
2042095,Quiet Pvt Bedroom & Bathroom  / Deck View,3198527,Bruce,,Outer Mission,37.73285272,-122.4423489,Private room,119,2,222,9/26/2018,349
2046552,Perfect Large/Multi-Family Getaway,10491767,Tom,,Haight Ashbury,37.7691335,-122.4456034,Entire home/apt,375,6,40,9/7/2017,0
2046634,Sunny / Private Bath / The Green Rm,10220182,Kenix,,Outer Mission,37.72482799,-122.4360876,Private room,69,2,309,9/16/2018,316
2046807,Charming Private Studio in Mission,8898672,Kevin,,Mission,37.76045876,-122.4190438,Entire home/apt,149,5,116,9/3/2018,309
2047469,Remodeled Cozy Sunny Room! - RED,10220182,Kenix,,Outer Mission,37.72491459,-122.4351552,Private room,69,2,332,9/26/2018,333
2049672,SF Mission/Castro Dolores Home,7141098,Joanne,,Mission,37.76249605,-122.422603,Entire home/apt,575,5,21,8/13/2018,21
2049955,"Private, Newly-Renovated 1-Br Apt",58930,David,,Inner Richmond,37.7782085,-122.4611376,Entire home/apt,225,3,147,9/29/2018,53
2058119,Private room in Dolores Park Apt,10538306,Javi,,Mission,37.76161686,-122.423936,Private room,100,30,82,3/2/2015,365
2062696,"Latin Styl n the ""Mish"" #2 -Classic 1906 Victorian",4843181,Nancy,,Mission,37.74849968,-122.4196077,Private room,85,5,90,9/18/2018,345
2063077,Family-friendly BART-able Glen Park Home,9797614,Casey,,Outer Mission,37.73230684,-122.4350936,Entire home/apt,195,7,18,8/17/2018,158
2072098,Peaceful urban views to inspire,701268,Anita,,Potrero Hill,37.763856,-122.3960937,Entire home/apt,160,30,27,12/29/2017,0
2072177,Charming Marina garden two room studio.,12678886,Edward,,Marina,37.8060844,-122.4408695,Entire home/apt,225,3,146,9/29/2018,328
2077982,NOPA garden apartment,10501924,Karen,,Western Addition,37.77818644,-122.439691,Entire home/apt,155,30,118,6/1/2018,275
2088622,Private Bath / 1/F / The Yellow Rm,10220182,Kenix,,Outer Mission,37.72478259,-122.4360918,Private room,69,2,295,9/28/2018,320
2093695,Light filled Garden Private room,26952,Jennifer,,Ocean View,37.72218448,-122.4701204,Private room,65,30,49,6/30/2018,249
2096756,"Sunny home, free parking, BART",9950833,Kimberly,,Glen Park,37.73507969,-122.4394927,Entire home/apt,228,4,32,9/1/2018,43
2104437,"BIG room, Views & Roof Deck with 5/5 STAR reviews!",2682061,Jose,,Nob Hill,37.79549707,-122.4110581,Private room,120,30,41,5/31/2018,307
2105840,Room w/priv. bath & kitchen in Vintage Apartment,10729940,Claudia,,Castro/Upper Market,37.7683471,-122.4337258,Private room,95,30,90,8/31/2018,365
2111361,Civic Center Studio With Parking,10764661,Carlos & Graciela,,Downtown/Civic Center,37.78093071,-122.4200707,Entire home/apt,200,30,89,7/28/2018,334
2115503,Ocean Beach - Kelly's Cove,10785430,Ant,,Outer Richmond,37.77622306,-122.5090638,Entire home/apt,160,2,168,9/28/2018,134
2119773,"Comfort, Clean, Classy, Convenient",2501567,Bret & Marie,,Ocean View,37.71846885,-122.4518128,Entire home/apt,130,1,275,9/15/2018,114
